filename,num_points,x_min,x_max,x_range,y_min,y_max,y_range,z_min,z_max,z_range
boundary_30,7927435,-0.7980832,3.8721702,4.6702533,-1.0883925,1.0883925,2.176785,-0.317597,1.1554171,1.4730141
boundary_300,8201306,-0.76306945,3.9251857,4.6882553,-0.9675544,0.9675544,1.9351088,-0.317597,1.0028057,1.3204027
boundary_301,8162874,-0.7898054,3.7651255,4.5549307,-0.9315423,0.9315423,1.8630846,-0.317597,1.0957786,1.4133756
boundary_302,9056878,-0.8977008,3.8390446,4.7367454,-1.0574669,1.0574669,2.1149337,-0.317597,1.1658233,1.4834204
boundary_303,9139839,-0.7355947,3.686073,4.4216676,-1.0187466,1.0187466,2.0374932,-0.317597,1.1613107,1.4789077
boundary_304,8039890,-0.8447554,4.0020022,4.846758,-1.0815128,1.0815128,2.1630256,-0.317597,1.0555816,1.3731786
boundary_305,9014835,-0.90603036,3.9431572,4.8491874,-0.9816574,0.9816574,1.9633148,-0.317597,1.0938015,1.4113985
boundary_306,8248369,-0.79649895,3.8586495,4.6551485,-1.0924348,1.0924348,2.1848695,-0.317597,1.0621326,1.3797296
boundary_307,9139729,-0.8518962,3.7061603,4.5580564,-1.0693085,1.0693085,2.138617,-0.317597,1.1360093,1.4536064
boundary_308,8116292,-0.74107474,3.7803235,4.521398,-0.9418657,0.9418657,1.8837314,-0.317597,1.0285392,1.3461362
boundary_309,7376015,-0.76855576,3.619692,4.388248,-0.9058847,0.9058847,1.8117694,-0.317597,1.1198682,1.4374652
boundary_31,8699428,-0.8526228,3.709453,4.562076,-1.0492115,1.0492115,2.098423,-0.317597,1.0719795,1.3895766
boundary_310,10032703,-0.8785924,3.9461467,4.824739,-1.017492,1.017492,2.034984,-0.317597,1.0761434,1.3937404
boundary_311,8369512,-0.93452805,3.7827315,4.7172594,-0.9932638,0.9932638,1.9865276,-0.317597,1.186425,1.504022
boundary_312,8717633,-0.82518315,3.865804,4.690987,-1.0566785,1.0566785,2.113357,-0.317597,1.0616902,1.3792872
boundary_313,8782070,-0.7279835,3.981262,4.7092457,-1.0315603,1.0315603,2.0631206,-0.317597,1.0825493,1.4001464
boundary_314,8322605,-0.84020036,3.9072382,4.7474384,-0.9672996,0.9672996,1.9345992,-0.317597,1.1085339,1.4261309
boundary_315,7872060,-0.8930681,3.744344,4.637412,-1.1178464,1.1178464,2.2356927,-0.317597,1.0231212,1.3407183
boundary_317,8320706,-0.8122255,3.6667175,4.478943,-0.9563277,0.9563277,1.9126554,-0.317597,0.99245965,1.3100567
boundary_318,8477316,-0.9195618,3.7418025,4.661364,-1.0823925,1.0823925,2.164785,-0.317597,1.1403,1.4578971
boundary_319,9548924,-0.7547075,3.8212829,4.57599,-1.0425212,1.0425212,2.0850425,-0.317597,1.0743545,1.3919516
boundary_32,8245515,-0.7440459,4.035231,4.779277,-0.9698057,0.9698057,1.9396114,-0.317597,1.0454229,1.36302
boundary_320,8103228,-0.8651022,3.9049468,4.770049,-0.93205035,0.93205035,1.8641007,-0.317597,1.2050233,1.5226203
boundary_321,8237295,-0.87850064,3.8831367,4.761637,-0.9355506,0.9355506,1.8711011,-0.317597,1.0950395,1.4126365
boundary_322,8845958,-0.7711146,3.808893,4.5800076,-1.0457712,1.0457712,2.0915425,-0.317597,1.0415576,1.3591546
boundary_323,9326429,-0.8249803,3.6458073,4.4707875,-1.0215708,1.0215708,2.0431416,-0.317597,1.1509918,1.4685888
boundary_324,7945554,-0.9362414,3.9722736,4.908515,-1.0853761,1.0853761,2.1707523,-0.317597,1.1069717,1.4245688
boundary_326,8239992,-0.85212904,3.8849685,4.7370977,-0.9706609,0.9706609,1.9413218,-0.317597,1.0930331,1.4106301
boundary_327,7879497,-0.9079352,3.7321656,4.640101,-0.9466213,0.9466213,1.8932426,-0.317597,1.165806,1.4834031
boundary_328,9585545,-0.79805756,3.8062644,4.604322,-1.009991,1.009991,2.019982,-0.317597,1.0592306,1.3768276
boundary_33,9402895,-0.7739596,4.000541,4.774501,-0.9911941,0.9911941,1.9823883,-0.317597,1.0756873,1.3932843
boundary_330,7478543,-0.81133544,3.8473196,4.658655,-0.92030495,0.92030495,1.8406099,-0.317597,1.1052076,1.4228046
boundary_331,8706170,-0.8648267,3.684543,4.54937,-1.0713372,1.0713372,2.1426744,-0.317597,1.0383765,1.3559735
boundary_332,8392302,-0.7575994,4.010268,4.7678676,-0.9601406,0.9601406,1.9202812,-0.317597,1.1709247,1.4885217
boundary_333,8080185,-0.7844246,3.6075258,4.3919506,-0.95636696,0.95636696,1.9127339,-0.317597,1.0876079,1.4052049
boundary_334,9421126,-0.8949178,3.933138,4.828056,-1.0361867,1.0361867,2.0723734,-0.317597,1.1187025,1.4362996
boundary_335,8567298,-0.7310545,3.7702217,4.501276,-0.9959965,0.9959965,1.991993,-0.317597,1.0536845,1.3712815
boundary_336,8290041,-0.8404894,3.8441892,4.6846786,-1.0752171,1.0752171,2.1504343,-0.317597,1.2235013,1.5410984
boundary_337,8689397,-0.9008624,4.0280056,4.928868,-1.0066975,1.0066975,2.013395,-0.317597,1.0862564,1.4038534
boundary_338,8288484,-0.793538,3.7106721,4.50421,-1.086622,1.086622,2.173244,-0.317597,1.0923557,1.4099528
boundary_339,9402636,-0.84645545,3.7912455,4.637701,-1.0464157,1.0464157,2.0928314,-0.317597,1.1269875,1.4445845
boundary_34,7927061,-0.88444644,3.6844366,4.568883,-1.1180667,1.1180667,2.2361333,-0.317597,1.0810997,1.3986968
boundary_340,7907235,-0.73559225,3.865106,4.6006985,-0.9205588,0.9205588,1.8411176,-0.317597,1.0202985,1.3378955
boundary_341,7845836,-0.7633288,3.7042413,4.4675703,-1.1221071,1.1221071,2.2442143,-0.317597,1.0947133,1.4123104
boundary_342,9534752,-0.87348807,3.788211,4.6616993,-1.0107113,1.0107113,2.0214226,-0.317597,1.1441424,1.4617394
boundary_343,8219368,-0.9309192,3.6250353,4.5559545,-0.9709232,0.9709232,1.9418464,-0.317597,1.1781138,1.4957108
boundary_344,8687519,-0.81960154,3.951125,4.770726,-1.0353633,1.0353633,2.0707266,-0.317597,1.0335213,1.3511183
boundary_345,9114223,-0.7218524,4.06665,4.788502,-1.0722798,1.0722798,2.1445596,-0.317597,1.1519109,1.4695079
boundary_346,8142798,-0.8328201,3.7499917,4.582812,-0.94568694,0.94568694,1.8913739,-0.317597,1.0803612,1.3979583
boundary_347,8052069,-0.8885319,3.8294203,4.7179523,-1.0957937,1.0957937,2.1915874,-0.317597,1.0146377,1.3322347
boundary_348,9193561,-0.77625006,3.9023547,4.6786046,-0.9858112,0.9858112,1.9716223,-0.317597,1.1678798,1.4854769
boundary_349,8442403,-0.8065045,3.7521462,4.558651,-0.9973543,0.9973543,1.9947087,-0.317597,1.1392633,1.4568603
boundary_35,8715142,-0.9425834,3.7638311,4.7064147,-1.0777949,1.0777949,2.1555898,-0.317597,1.1151991,1.4327961
boundary_350,8723410,-0.914454,3.8266098,4.741064,-1.060281,1.060281,2.120562,-0.317597,1.1322488,1.4498458
boundary_351,9919175,-0.7499071,3.663747,4.4136543,-1.020949,1.020949,2.041898,-0.317597,1.0657177,1.3833147
boundary_352,7611065,-0.8596866,3.9899094,4.849596,-0.9096192,0.9096192,1.8192384,-0.317597,1.1976479,1.515245
boundary_353,8402073,-0.8908451,3.954983,4.845828,-0.9785808,0.9785808,1.9571615,-0.317597,1.2281922,1.5457892
boundary_354,8765670,-0.7820967,3.8813496,4.6634464,-1.0423243,1.0423243,2.0846486,-0.317597,1.0771338,1.3947308
boundary_355,9964506,-0.8359181,3.718442,4.55436,-1.0034561,1.0034561,2.0069122,-0.317597,0.99166197,1.3092589
boundary_356,7445984,-0.7279401,3.8019948,4.529935,-0.9386647,0.9386647,1.8773293,-0.317597,1.1425505,1.4601475
boundary_357,8236234,-0.75421685,4.042264,4.7964807,-1.0779911,1.0779911,2.1559823,-0.317597,1.0836178,1.4012148
boundary_358,8698101,-0.86261046,3.7157168,4.578327,-1.0144495,1.0144495,2.028899,-0.317597,1.10966,1.4272571
boundary_359,8140768,-0.9173096,3.795245,4.7125545,-0.92761755,0.92761755,1.8552351,-0.317597,1.0434511,1.3610481
boundary_36,8342610,-0.830594,3.8472564,4.6778502,-0.9664211,0.9664211,1.9328423,-0.317597,1.1658225,1.4834195
boundary_360,9235281,-0.8086245,3.8788233,4.6874475,-1.0538191,1.0538191,2.1076381,-0.317597,1.1941696,1.5117667
boundary_361,9578148,-0.9328875,3.9934945,4.926382,-1.0280417,1.0280417,2.0560834,-0.317597,1.1169835,1.4345806
boundary_362,8072406,-0.8221319,3.919936,4.742068,-0.96546173,0.9654617,1.9309235,-0.317597,1.2211479,1.5387449
boundary_363,8303666,-0.8762558,3.7566552,4.632911,-1.0681739,1.0681739,2.1363478,-0.317597,1.1555785,1.4731755
boundary_365,8177333,-0.7960672,3.6801338,4.476201,-0.95265543,0.95265543,1.9053109,-0.317597,1.1235019,1.4410989
boundary_366,8760572,-0.90325004,3.7543612,4.6576114,-1.0636775,1.0636775,2.127355,-0.317597,0.99796104,1.3155581
boundary_367,9482684,-0.741005,3.8433998,4.584405,-0.99239314,0.99239314,1.9847863,-0.317597,1.1895754,1.5071725
boundary_368,7878263,-0.84901375,3.9171648,4.7661786,-1.1035342,1.1035343,2.2070684,-0.317597,1.0634651,1.3810622
boundary_369,9634014,-0.9113535,4.1004705,5.011824,-1.0031718,1.0031718,2.0063436,-0.317597,1.1208665,1.4384636
boundary_37,7926050,-0.8573598,4.087436,4.944796,-0.9157061,0.91570604,1.8314121,-0.317597,1.1070783,1.4246753
boundary_371,9020144,-0.85752535,3.62094,4.478465,-1.0429655,1.0429655,2.085931,-0.317597,1.1629941,1.4805912
boundary_372,8244056,-0.7469211,3.9374301,4.6843514,-0.96404153,0.96404153,1.9280831,-0.317597,1.136507,1.4541041
boundary_373,7381504,-0.7737836,3.5349874,4.308771,-0.92804897,0.92804897,1.8560979,-0.317597,1.1285348,1.4461318
boundary_374,9550273,-0.8862232,3.8611422,4.7473655,-1.0389479,1.0389479,2.0778959,-0.317597,1.1039034,1.4215004
boundary_375,8171261,-0.93900377,3.6979673,4.636971,-0.95361125,0.95361125,1.9072225,-0.317597,1.0185641,1.3361611
boundary_377,8631219,-0.73333645,3.8965666,4.629903,-1.053394,1.053394,2.106788,-0.317597,1.090211,1.4078081
boundary_378,8334888,-0.8443552,3.8218992,4.6662545,-0.9893721,0.9893721,1.9787441,-0.317597,1.1161652,1.4337622
boundary_379,7830485,-0.8973454,3.6598809,4.557226,-1.0926143,1.0926143,2.1852286,-0.317597,1.1503485,1.4679456
boundary_38,9372308,-0.74606997,3.761355,4.507425,-1.0422515,1.0422515,2.084503,-0.317597,1.1330225,1.4506196
boundary_380,9763272,-0.78715515,3.9758859,4.763041,-1.0136162,1.0136162,2.0272324,-0.317597,1.0250658,1.3426628
boundary_381,8613775,-0.8146416,3.5727355,4.3873773,-0.9778135,0.9778135,1.955627,-0.317597,1.1161448,1.4337418
boundary_382,8447500,-0.9293218,3.899227,4.828549,-1.1045498,1.1045498,2.2090995,-0.317597,1.168276,1.485873
boundary_383,9104918,-0.7601409,3.7364779,4.4966187,-1.0178592,1.0178592,2.0357184,-0.317597,1.0825984,1.4001955
boundary_384,8216427,-0.8706218,4.062274,4.9328957,-0.93829244,0.93829244,1.8765849,-0.317597,1.0570929,1.3746899
boundary_385,9119821,-0.878995,4.05553,4.934525,-1.0659108,1.0659108,2.1318216,-0.317597,1.0788522,1.3964492
boundary_386,8225090,-0.7684409,3.7301087,4.4985495,-0.95532113,0.95532113,1.9106423,-0.317597,1.203853,1.52145
boundary_387,7979541,-0.8226991,3.5669935,4.389693,-1.1056569,1.1056569,2.2113137,-0.317597,1.1381079,1.4557049
boundary_388,9184982,-0.9332483,3.8927054,4.8259535,-0.97963053,0.97963053,1.9592611,-0.317597,1.0133544,1.3309515
boundary_389,8382295,-0.7415061,4.132797,4.874303,-0.9912841,0.9912841,1.9825681,-0.317597,1.1108646,1.4284617
boundary_39,8636873,-0.80220556,3.6084394,4.410645,-1.0023953,1.0023953,2.0047905,-0.317597,1.1495122,1.4671092
boundary_390,8619274,-0.8495006,3.806003,4.6555037,-1.0547861,1.0547861,2.1095722,-0.317597,1.0800902,1.3976872
boundary_391,9661907,-0.9081367,3.6535695,4.561706,-1.0303216,1.0303216,2.0606432,-0.317597,1.1724268,1.4900239
boundary_392,7463956,-0.7950687,3.969915,4.7649837,-0.90442395,0.90442395,1.8088479,-0.317597,1.0460429,1.36364
boundary_393,8127715,-0.9187447,4.0948176,5.013562,-1.1317103,1.1317103,2.2634206,-0.317597,1.2445863,1.5621834
boundary_394,9786239,-0.8086234,3.7684157,4.5770392,-1.0048741,1.0048741,2.0097482,-0.317597,1.0920208,1.4096178
boundary_395,8156119,-0.8636815,3.6057343,4.4694157,-0.965207,0.965207,1.930414,-0.317597,1.0254095,1.3430065
boundary_396,8749701,-0.7548956,3.9315286,4.6864243,-1.0450528,1.0450528,2.0901055,-0.317597,1.157459,1.475056
boundary_397,9105705,-0.7815124,3.528949,4.3104615,-1.0405898,1.0405898,2.0811796,-0.317597,0.9740895,1.2916865
boundary_398,8096177,-0.89204085,3.8545969,4.746638,-0.92916906,0.92916906,1.8583381,-0.317597,1.1256216,1.4432186
boundary_399,8114721,-0.7282346,3.6916187,4.419853,-1.0806249,1.0806249,2.1612499,-0.317597,1.039901,1.357498
boundary_4,8150920,-0.81944066,3.7751307,4.5945716,-0.9702834,0.9702834,1.9405668,-0.317597,1.1303833,1.4479803
boundary_40,8156452,-0.91156185,3.924325,4.835887,-1.0667682,1.0667682,2.1335363,-0.317597,1.0225118,1.3401089
boundary_400,8718283,-0.83628035,4.0076394,4.8439198,-1.0166215,1.0166215,2.033243,-0.317597,1.2113119,1.528909
boundary_401,8249076,-0.8981964,3.949207,4.8474035,-1.0906317,1.0906317,2.1812634,-0.317597,1.073184,1.390781
boundary_402,8595899,-0.7906532,3.8746197,4.6652727,-0.97973,0.97973,1.95946,-0.317597,1.0990622,1.4166592
boundary_404,9588813,-0.73280156,3.7862945,4.519096,-1.0195911,1.0195911,2.0391822,-0.317597,1.1835665,1.5011635
boundary_405,9269526,-0.7609523,3.625274,4.386226,-1.0155437,1.0155436,2.0310874,-0.317597,1.0979867,1.4155837
boundary_406,8044347,-0.87088823,3.9519746,4.8228626,-1.0954055,1.0954055,2.190811,-0.317597,1.1306834,1.4482805
boundary_407,8909134,-0.92507344,3.788498,4.7135715,-1.0552245,1.0552245,2.110449,-0.317597,1.1649369,1.4825339
boundary_408,8173754,-0.81814384,3.872527,4.690671,-0.9765381,0.9765381,1.9530762,-0.317597,1.0400636,1.3576607
boundary_409,8299327,-0.7190689,3.9878738,4.7069426,-0.9658844,0.9658844,1.9317688,-0.317597,1.1377267,1.4553237
boundary_41,8922483,-0.81760216,4.0482383,4.8658404,-1.0560589,1.0560589,2.1121178,-0.317597,1.1188374,1.4364344
boundary_410,8937352,-0.83017373,3.9137516,4.743925,-1.0298364,1.0298364,2.0596728,-0.317597,1.086589,1.404186
boundary_411,8457782,-0.88444567,3.750663,4.635109,-0.9906162,0.9906162,1.9812324,-0.317597,1.0010986,1.3186957
boundary_412,8191859,-0.77552867,3.8346584,4.610187,-1.0692374,1.0692374,2.1384747,-0.317597,1.1521142,1.4697112
boundary_413,8968440,-0.8036712,3.6736138,4.477285,-1.0810337,1.0810337,2.1620674,-0.317597,1.1460207,1.4636177
boundary_414,8230585,-0.9129217,3.7477877,4.6607094,-0.9545842,0.9545842,1.9091684,-0.317597,1.1190575,1.4366546
boundary_415,7371134,-0.7468487,3.8269224,4.573771,-0.91500044,0.91500044,1.8300009,-0.317597,1.0527744,1.3703715
boundary_416,10197605,-0.85736495,3.9108093,4.768174,-1.0417936,1.0417936,2.0835872,-0.317597,1.0847697,1.4023668
boundary_417,8782299,-0.88757586,3.8760917,4.7636676,-1.0634958,1.0634958,2.1269915,-0.317597,1.2155224,1.5331194
boundary_418,8203426,-0.7793011,3.8026412,4.581942,-0.9833404,0.9833404,1.9666808,-0.317597,1.0631804,1.3807775
boundary_419,7284397,-0.83318716,3.6397312,4.4729185,-0.89724,0.89724,1.79448,-0.317597,0.99696916,1.3145661
boundary_42,8228886,-0.9250456,3.722884,4.6479297,-0.9772065,0.9772065,1.954413,-0.317597,1.068743,1.38634
boundary_420,9975402,-0.7251643,3.9658608,4.6910253,-1.0231858,1.0231858,2.0463717,-0.317597,1.1283119,1.4459089
boundary_421,8779489,-0.7526577,3.9624588,4.7151165,-0.9873782,0.9873782,1.9747564,-0.317597,1.1452727,1.4628698
boundary_422,8300940,-0.86224514,3.8792791,4.741524,-1.0982233,1.0982233,2.1964467,-0.317597,1.1148058,1.4324028
boundary_423,9085912,-0.9154928,3.7163763,4.6318693,-1.0124748,1.0124748,2.0249496,-0.317597,1.0306808,1.3482778
boundary_424,8298023,-0.8059326,4.0424743,4.848407,-0.94741863,0.94741863,1.8948373,-0.317597,1.1804669,1.4980639
boundary_425,7877226,-0.9278476,3.914587,4.842435,-0.9225168,0.9225168,1.8450336,-0.317597,1.1045367,1.4221337
boundary_426,9739673,-0.82015616,3.8410692,4.6612253,-1.0487524,1.0487524,2.0975049,-0.317597,1.1272163,1.4448134
boundary_427,8295358,-0.87380344,3.6777837,4.551587,-0.96159583,0.96159583,1.9231917,-0.317597,1.1602578,1.4778548
boundary_428,8738873,-0.76583093,4.0038285,4.7696595,-1.072567,1.072567,2.145134,-0.317597,1.0165718,1.3341688
boundary_429,8872716,-0.7925456,3.601437,4.393983,-1.0370446,1.0370446,2.0740893,-0.317597,1.1095407,1.4271377
boundary_43,7588152,-0.7603438,3.8022695,4.5626135,-0.9528357,0.9528357,1.9056714,-0.317597,1.1788312,1.4964283
boundary_430,8253359,-0.9017319,3.9179003,4.819632,-0.9587057,0.9587057,1.9174114,-0.317597,0.9851474,1.3027444
boundary_431,7877686,-0.7382833,3.7647643,4.5030475,-1.1242435,1.1242435,2.248487,-0.317597,1.1775916,1.4951886
boundary_432,9113522,-0.8469429,3.838435,4.685378,-0.9974259,0.9974259,1.9948518,-0.317597,1.0687386,1.3863356
boundary_433,8426290,-0.9106814,4.021827,4.9325085,-1.0873262,1.0873262,2.1746523,-0.317597,1.1072701,1.4248672
boundary_434,9030650,-0.7981717,3.6953022,4.493474,-1.0087438,1.0087438,2.0174875,-0.317597,1.0579362,1.3755332
boundary_435,8290125,-0.8547019,3.7847908,4.6394925,-0.93691784,0.93691784,1.8738357,-0.317597,1.1487362,1.4663333
boundary_436,8912084,-0.74430126,3.858545,4.602846,-1.0477487,1.0477487,2.0954974,-0.317597,1.1417218,1.4593189
boundary_437,9895769,-0.77189195,3.6985497,4.470442,-1.0121455,1.0121455,2.024291,-0.317597,1.1330105,1.4506075
boundary_438,7430287,-0.8812554,3.7824562,4.6637115,-0.9330134,0.9330134,1.8660268,-0.317597,1.089894,1.4074911
boundary_439,8908263,-0.9355423,3.6191247,4.554667,-1.0995855,1.0995857,2.199171,-0.317597,1.2023025,1.5198995
boundary_44,10105071,-0.8705006,3.886156,4.7566566,-1.0164266,1.0164266,2.0328531,-0.317597,1.153671,1.471268
boundary_440,8335359,-0.82800823,3.9442794,4.772288,-0.97278357,0.97278357,1.9455671,-0.317597,1.0546988,1.3722959
boundary_441,8235579,-0.73066807,4.0601254,4.7907934,-0.94722885,0.94722885,1.8944577,-0.317597,1.0957118,1.4133089
boundary_442,8718577,-0.84104335,3.743351,4.5843945,-1.0736716,1.0736716,2.1473432,-0.317597,1.1022991,1.4198961
boundary_443,9470038,-0.89526,3.8229914,4.718251,-0.9867815,0.9867815,1.973563,-0.317597,1.0363903,1.3539873
boundary_444,7974723,-0.7840449,3.897009,4.6810536,-1.1140087,1.1140087,2.2280173,-0.317597,1.189052,1.506649
boundary_445,8159886,-0.81226695,3.735938,4.548205,-1.0624189,1.0624189,2.1248379,-0.317597,1.1033795,1.4209765
boundary_446,8801439,-0.9222412,3.8205197,4.7427607,-0.99805087,0.99805087,1.9961017,-0.317597,1.1536398,1.4712368
boundary_447,8002577,-0.7574102,3.6577446,4.415155,-0.95859516,0.95859516,1.9171903,-0.317597,1.0874614,1.4050584
boundary_448,9333144,-0.86836964,3.983634,4.8520036,-1.0225781,1.0225781,2.0451562,-0.317597,1.0431398,1.3607368
boundary_449,8810838,-0.8812039,3.961852,4.8430557,-1.0408899,1.0408899,2.0817797,-0.317597,1.1074924,1.4250895
boundary_45,9299869,-0.89932007,3.7255926,4.6249127,-0.9815971,0.9815971,1.9631943,-0.317597,1.1268767,1.4444737
boundary_450,8168981,-0.7741777,3.8876753,4.661853,-0.96178716,0.96178716,1.9235743,-0.317597,1.0552663,1.3728633
boundary_451,7929815,-0.8276554,3.7246125,4.552268,-1.1284877,1.1284877,2.2569754,-0.317597,1.1486466,1.4662436
boundary_452,9413727,-0.93762946,3.8085902,4.7462196,-1.0010144,1.0010144,2.0020287,-0.317597,1.1209542,1.4385512
boundary_453,8884997,-0.7470401,4.0476847,4.794725,-0.96520096,0.96520096,1.9304019,-0.317597,1.1379744,1.4555714
boundary_454,8185789,-0.8547706,3.7215602,4.5763307,-1.0764097,1.0764097,2.1528194,-0.317597,1.0884784,1.4060755
boundary_455,9895765,-0.9119361,3.8107512,4.7226872,-1.0526419,1.0526419,2.1052837,-0.317597,1.180607,1.498204
boundary_456,8081376,-0.8005409,3.8849442,4.685485,-0.9255776,0.9255776,1.8511552,-0.317597,1.0726093,1.3902063
boundary_457,7442095,-0.92444956,4.009654,4.9341035,-0.9006723,0.9006723,1.8013446,-0.317597,1.0739743,1.3915713
boundary_458,10040963,-0.8139998,3.6837087,4.4977083,-1.0274202,1.0274202,2.0548403,-0.317597,1.1000922,1.4176892
boundary_459,8243892,-0.8689287,3.7621663,4.631095,-0.98723805,0.98723805,1.9744761,-0.317597,1.1341325,1.4517295
boundary_46,8223689,-0.7877831,3.7989383,4.5867214,-1.0914744,1.0914744,2.1829488,-0.317597,1.1212271,1.4388242
boundary_460,8763734,-0.7603218,3.8465438,4.6068654,-1.0663048,1.0663048,2.1326096,-0.317597,1.1845927,1.5021898
boundary_461,8847488,-0.78711337,3.6863282,4.4734416,-1.0625458,1.0625458,2.1250916,-0.317597,1.1014131,1.4190102
boundary_462,8203968,-0.89501786,3.7601802,4.655198,-0.9513107,0.9513107,1.9026214,-0.317597,1.1531368,1.4707339
boundary_463,8367284,-0.73388827,3.8488123,4.5827007,-1.1017988,1.1017989,2.2035975,-0.317597,1.067931,1.3855281
boundary_464,8854412,-0.8416531,3.923052,4.764705,-0.97650844,0.97650844,1.9530169,-0.317597,1.042603,1.3602
boundary_465,8225244,-0.90707225,3.8643568,4.771429,-1.0656786,1.0656786,2.1313572,-0.317597,1.0995332,1.4171302
boundary_466,8628018,-0.7928018,3.7796466,4.5724483,-1.001915,1.001915,2.00383,-0.317597,1.2259017,1.5434988
boundary_467,8136354,-0.84889215,3.6275141,4.476406,-0.9621785,0.9621785,1.924357,-0.317597,1.1409334,1.4585304
boundary_468,9175488,-0.7383231,3.9439282,4.6822515,-1.0264204,1.0264204,2.0528407,-0.317597,1.0155643,1.3331614
boundary_469,9893670,-0.76593167,3.540831,4.3067627,-1.0377257,1.0377257,2.0754514,-0.317597,1.1072352,1.4248322
boundary_47,9046194,-0.8437463,3.6462202,4.4899664,-1.0522597,1.0522597,2.1045194,-0.317597,1.0369662,1.3545632
boundary_470,7896219,-0.8763927,3.8669217,4.7433143,-1.1013628,1.1013628,2.2027256,-0.317597,0.98215413,1.2997512
boundary_471,8764276,-0.93019724,3.7038918,4.634089,-1.0778999,1.0778999,2.1557999,-0.317597,1.1736162,1.4912132
boundary_472,8302055,-0.8226546,4.0297112,4.852366,-0.9507974,0.9507974,1.9015948,-0.317597,1.0475006,1.3650976
boundary_474,8982428,-0.8355414,3.82864,4.664181,-1.0513374,1.0513374,2.1026747,-0.317597,1.0943598,1.4119568
boundary_475,9082886,-0.88990307,3.665692,4.5555954,-1.0121107,1.0121107,2.0242214,-0.317597,1.0283278,1.3459249
boundary_476,7970531,-0.7787434,3.981494,4.760237,-1.0912626,1.0912626,2.1825252,-0.317597,1.1803453,1.4979423
boundary_477,8596537,-0.80936015,3.58824,4.3976,-1.0870036,1.0870036,2.1740072,-0.317597,0.9780195,1.2956165
boundary_478,8327792,-0.9173629,3.9054177,4.8227806,-0.9770044,0.9770044,1.9540088,-0.317597,1.1269666,1.4445636
boundary_479,7699009,-0.7521551,3.74247,4.494625,-0.9368457,0.9368457,1.8736914,-0.317597,1.0613242,1.3789213
boundary_48,8292221,-0.7331722,3.96286,4.6960325,-0.9412499,0.9412499,1.8824998,-0.317597,1.0870382,1.4046352
boundary_480,9665497,-0.86397326,4.068657,4.93263,-1.0157344,1.0157343,2.0314689,-0.317597,1.2113105,1.5289075
boundary_481,8734800,-0.8934796,4.033898,4.9273777,-1.0690227,1.0690227,2.1380453,-0.317597,1.0651276,1.3827246
boundary_482,8280665,-0.7849301,3.717522,4.502452,-0.95866257,0.95866257,1.9173251,-0.317597,1.0708213,1.3884183
boundary_483,7461888,-0.8386693,3.7971253,4.6357946,-0.9186815,0.9186815,1.837363,-0.317597,1.0051986,1.3227956
boundary_484,10021940,-0.72759485,3.8708193,4.5984144,-1.0450912,1.0450912,2.0901823,-0.317597,1.1754855,1.4930825
boundary_485,9266076,-0.7568793,4.1209335,4.877813,-0.9945024,0.9945024,1.9890049,-0.317597,1.0767009,1.394298
boundary_486,8176642,-0.866234,3.7944884,4.6607223,-1.0730995,1.0730995,2.146199,-0.317597,1.1227876,1.4403846
boundary_487,8889660,-0.91970825,3.6317537,4.551462,-1.0333192,1.0333192,2.0666385,-0.317597,1.0564088,1.3740058
boundary_488,8320115,-0.8113373,3.957613,4.7689505,-0.9698495,0.9698495,1.939699,-0.317597,1.1880515,1.5056485
boundary_489,8035246,-0.93294275,4.0724072,5.00535,-0.943717,0.943717,1.887434,-0.317597,1.1295961,1.4471931
boundary_49,9583941,-0.7952672,3.903799,4.699066,-1.0319427,1.0319426,2.0638852,-0.317597,1.2250482,1.5426452
boundary_490,8927197,-0.8249089,3.7562926,4.5812016,-1.008557,1.008557,2.017114,-0.317597,1.0589296,1.3765266
boundary_491,8711665,-0.8789113,3.593131,4.4720426,-0.98351145,0.98351145,1.9670229,-0.317597,1.168769,1.486366
boundary_492,8304351,-0.7713984,3.9185145,4.689913,-1.0947356,1.0947356,2.1894712,-0.317597,1.0241252,1.3417222
boundary_493,8705311,-0.7980727,3.758817,4.5568895,-1.0592984,1.0592984,2.1185968,-0.317597,1.1174881,1.4350852
boundary_494,8236363,-0.9094821,3.8323386,4.741821,-0.9797547,0.9797547,1.9595094,-0.317597,1.1108809,1.4284779
boundary_495,7861567,-0.7437307,3.6795592,4.42329,-1.0986704,1.0986704,2.1973407,-0.317597,1.2040291,1.5216261
boundary_496,9512959,-0.85172886,3.9958868,4.8476157,-1.0192009,1.0192009,2.0384018,-0.317597,1.0766226,1.3942196
boundary_497,8220247,-0.91481125,3.9366438,4.851455,-1.1096737,1.1096737,2.2193475,-0.317597,1.1152166,1.4328136
boundary_498,9372017,-0.80345976,3.8531096,4.6565695,-0.98309326,0.98309326,1.9661865,-0.317597,1.0836643,1.4012613
boundary_499,8129368,-0.8603681,3.699485,4.559853,-0.94466704,0.94466704,1.8893341,-0.317597,0.980683,1.29828
boundary_5,7632528,-0.84648645,4.0146823,4.861169,-0.9341331,0.9341331,1.8682662,-0.317597,1.1479584,1.4655554
boundary_50,8208649,-0.90409225,3.8199096,4.724002,-0.9518584,0.9518584,1.9037168,-0.317597,1.0938747,1.4114717
